buurtcode,naam,totaal
BU03631602,"Frederik Hendrikbuurt Zuidwest",112
BU05370703,"Frederiksoord-Noord",774
BU05370704,"Frederiksoord-Zuid",599
BU03630707,"Frederikspleinbuurt",212
BU09832808,"Fresh Park",199
BU00808205,"Friens",307
BU04000602,"Friesebuurt",145
BU02430401,"Friesegracht-Noord",219
BU02430402,"Friesegracht-Zuid",485
BU00140903,"Friesestraatweg",1
BU08553601,"Friezenlaan",573
BU09350302,"Frontenkwartier",54
BU19521101,"Froombosch",645
BU19521102,"Froombosch Buitengebied",274
BU18420103,"Gaag-Maasland",389
BU18420004,"Gaag-Schipluiden",14
BU05130305,"Gaardenbuurt",287
BU03639603,"Gaasperdam Noord",410
BU03639604,"Gaasperdam Zuid",316
BU03639501,"Gaasperpark",210
BU03639502,"Gaasperplas",82
BU04891735,"Gaatkensoog",235
BU07580600,"Gageldonk",2007
BU07480202,"Gageldonk-Oost",1981
BU07480200,"Gageldonk-West",1056
BU17230200,"Galder",14
BU03560800,"Galecop",4509
BU03440535,"Galgenwaard en omgeving",800
BU09950634,"Galjoen",361
BU09950637,"Galjoen Zuid",299
BU02970203,"Gameren",1064
BU07941303,"Gansenwinkel",743
BU07170100,"Gapinge",261
BU02035781,"Garderen",416
BU03920301,"Garenkokerskwartier",313
BU00141502,"Garmerwolde",408
BU19691302,"Garnwerd",1
BU00240001,"Garrelsweer",565
BU00240102,"Garsthuizen (gedeeltelijk)",257
BU07860848,"Gassel kom",74
BU16801500,"Gasselternijveen",1
BU16801600,"Gasselternijveenschemond",4
BU17060500,"Gastel",751
BU05460502,"Gasthuiswijk",2361
BU19030205,"Gasthuis-Wolfshuis",6
BU09832102,"gazenkamp",1302
BU03639412,"G-buurt Noord",87
BU03639409,"G-buurt Oost",417
BU03639401,"G-buurt West",715
BU09835102,"Gebied patersweg",383
BU05020778,"Gebouwenbuurt",449
BU17110526,"Gebroek",235
BU07941709,"Geeneind",1908
BU08580001,"Geenhoven",1198
BU17000402,"Geerdijk-Oost",133
BU07580106,"Geeren-noord",1512
BU07580103,"Geeren-zuid",1540
BU03510010,"Geerestein",1360
BU16950500,"Geersdijk",85
BU03730116,"Geest",39
BU06320501,"Geestdorp",566
BU01830300,"Geesteren kern",15
BU05530305,"Geestwater",123
BU08282200,"Geffen",2040
BU08280905,"Geffense Bosjes",631
BU09842201,"Geijsteren",1600
BU03639702,"Gein Noordoost",457
BU03639700,"Gein Noordwest",532
BU03639703,"Gein Zuidoost",771
BU03639701,"Gein Zuidwest",398
BU02021053,"Geitenkamp",488
BU05050110,"Geldelozepad en omgeving",198
BU03639000,"Gelderlandpleinbuurt",568
BU19600000,"Geldermalsen Centrum",341
BU19600008,"Geldermalsen e.o.",770
BU19600001,"Geldermalsen Middengebied",957
BU19600003,"Geldermalsen Oost",728
BU19600002,"Geldermalsen West",484
BU19600004,"Geldermalsen Zuid",1075
BU19110601,"Gelderse Buurt en omgeving",2
BU09951070,"Gelderse Hout",417
BU03070402,"Geldersestraat",36
BU06380404,"Gelderswoude",421
BU18830501,"Geleen-Centrum",2730
BU18830502,"Geleen-Noord",2018
BU18830504,"Geleen-Zuid",2398
BU04000204,"Geleerdenbuurt",616
BU03921903,"Geleerdenbuurt",667
BU19600103,"Gellicum",116
BU19600106,"Gellicum e.o.",1221
BU09835106,"Geloérveld / Pannenberg",291
BU09835107,"Geloö",272
BU02740106,"Gelria",274
BU03990302,"Gemeentebos",488
BU08650009,"Gement",958
BU16520000,"Gemert-Centrum",2335
BU16520001,"Gemert-Noord",2253
BU16520002,"Gemert-Oost",2801
BU07727310,"Genderbeemd",2735
BU07727210,"Genderdal",1555
BU19591901,"Genderen",3
BU15090100,"Gendringen",62
BU17050100,"Gendt",1251
BU03921906,"Geneesherenbuurt",1130
BU18960010,"Genemuiden Industrieterrein",402
BU18960000,"Genemuiden Kern",297
BU18960001,"Genemuiden Noord-Oost",53
BU03921001,"Generaalsbuurt",199
BU07724310,"Generalenbuurt",1506
BU18960307,"Genne-Overwaters",103
BU07727260,"Gennep",2078
BU07722230,"Genneperzijde",728
BU17710007,"Genoenhuis",1488
BU09831405,"Genooy",303
BU09831404,"Genooybergen",380
BU00804002,"Gerard Dou",157
BU03632401,"Gerard Doubuurt",236
BU07722220,"Gerardusplein",764
BU01935130,"Geren",467
BU01935150,"Gerenbroek",1161
BU09940204,"Gerendal",184
BU01935140,"Gerenlanden",1251
BU06320606,"Gerverscop",34
BU08200100,"Gerwen",2004
BU03920403,"Geschiedschrijversbuurt",645
BU08554704,"Gesworen Hoek Oost",500
BU08554702,"Gesworen Hoek West",325
BU08554703,"Gesworen Hoek Zuid",429
BU09950421,"Getijdenbuurt, Sportpark Doggersbank",308
BU09940403,"Geulhem",127
BU04020601,"Geuzenbuurt",272
BU03634000,"Geuzenhofbuurt",172
BU05180908,"Geuzenkwartier",267
BU03440241,"Geuzenwijk",638
BU06130415,"Ghijseland",510
BU03633705,"Gibraltarbuurt",302
BU02990300,"Giesbeek",662
BU19780408,"Giessenburg-Buitengebied-Noord",138
BU19780406,"Giessenburg-Buitengebied-Zuid",99
BU19780405,"Giessenburg-Oost",15
BU05230002,"Giessendam",2624
BU02850002,"Gietelo",124
BU17081703,"Giethoorn-Noord kern",296
BU17081704,"Giethoorn-Zuid",376
BU17350005,"Gijmink",7
BU07722350,"Gijzenrooi",798
BU17710009,"Gijzenrooi",1432
BU07724130,"Gildebuurt",279
BU04530500,"Gildenbuurt",1161
BU05120600,"Gildenwijk",2108
BU05032503,"Gillisbuurt",575
BU07840100,"Gilze",2500
BU07580303,"Ginneken",2049
BU01730300,"Glinde-Hooiland",13
BU04840101,"Gnephoek",441
BU19420202,"Godelindebuurt",108
BU00100735,"Godlinze",282
BU19240001,"Goedereede woonkern",11
BU00900129,"Goëngahuizen",97
BU06640101,"Goes-Centrum",886
BU06640109,"Goese Meer",1010
BU06640106,"Goes-Noordoost",1190
BU06640105,"Goes-Noordwest",3619
BU06640102,"Goes-Oost",2484
BU06640104,"Goes-West",1273
BU06640103,"Goes-Zuid",1856
BU08552401,"Goirke Noord",182
BU08553402,"Goirleseweg West",145
BU09950615,"Golfpark, Lommerrijk",707
BU03030435,"Golfresidentie",91
BU09950672,"Golfresort",536
BU04000401,"Golfstroombuurt",342
BU04390506,"Golfterrein en verspreide bebouwing",307
BU06871721,"Golsteinseweg",10
BU09950526,"Gondel",582
BU04060511,"Gooierhoofd",667
BU00340274,"Gooisekant",1514
BU03639411,"Gooise Kant",102
BU19520203,"Gorecht-Noord",334
BU19520210,"Gorechtpark",440
BU19520204,"Gorechtpark-Oost",174
BU19520205,"Gorecht-West",728
BU05300302,"Gorsingen Hoeck",3
BU04390402,"Gors-Noord",2549
BU02620400,"Gorssel",184
BU04390401,"Gors-Zuid",2008
BU03630301,"Gouden Bocht",56
BU19310300,"Gouderak",9
BU06140104,"Goudhoek",196
BU19780503,"Goudriaan-Buitengebied-Noord",7
BU19780504,"Goudriaan-Buitengebied-Zuid",10
BU19780502,"Goudriaan-Dorp",145
BU19780501,"Goudriaan-Oost",1
BU19311004,"Goudseweg",283
BU00807101,"Goutum",1738
BU04320103,"Gouwe",804
BU05130900,"Gouwestroom",331
BU04840505,"Gouwsluis",388
BU03310001,"Graaf",5
BU08510007,"Graaf Hendrik- en Triangelpolder",5813
BU02020631,"Graaf Ottoplein e.o.",208
BU07960304,"Graafsebuurt-Noord",1339
BU07960302,"Graafsebuurt-Zuid",451
BU04000106,"Grachtengordel",463
BU18830606,"Graetheide",235
BU01660600,"Grafhorst",259
BU03611002,"Graft",77
BU01601201,"Gramsbergen Kern",222
BU07726330,"Grasrijk",2540
BU05130404,"Grassen- Waterbuurt",400
BU03440932,"Grauwaart",822
BU07772004,"Grauwe Polder 1",464
BU07772005,"Grauwe Polder 2",400
BU07772006,"Grauwe Polder 3",1053
BU07772007,"Grauwe Polder 4",1574
BU07772008,"Grauwe Polder 5",399
BU19010727,"Gravekoop",891
BU01500903,"Graveland",428
BU00140806,"Gravenburg",75
BU03400401,"Grebbeberg",503
BU03400103,"Grebbekwartier Zuid",30
BU17350602,"Greekerinckskamp",182
BU18960014,"Greente",432
BU19480216,"Grevekeur",721
BU07960210,"Grevelingen",220
BU18830702,"Grevenbicht",836
BU09950313,"Griend",520
BU09950731,"Grietenij",256
BU06871008,"Griffioen I",975
BU06871009,"Griffioen II",617
BU19691500,"Grijpskerk",310
BU07170700,"Grijpskerke",639
BU17140900,"Groede",391
BU05890207,"Groenbuffer noord",56
BU03100402,"Groenekan Buitengebied",2016
BU03100401,"Groenekan Kern",693
BU09570801,"Groenekruisgebied",872
BU04820204,"Groene Long",705
BU09831306,"Groeneveld",662
BU01411900,"Groeneveld",844
BU09950115,"Groene Velden",46
BU04411005,"Groeneweg-Noord",1181
BU04411004,"Groeneweg-Zuid",651
BU02021780,"Groene Weide",496
BU19300701,"Groenewoud-Hoog",3
BU19300702,"Groenewoud-Huur",1
BU19300703,"Groenewoud-Koop",6
BU08553207,"Groenewoud Midden",499
BU08553206,"Groenewoud Oost",205
BU08553208,"Groenewoud West",164
BU08553209,"Groenewoud Zuid",480
BU09881302,"Groenewoud-Zuid",10
BU03270108,"Groenhouten",1349
BU05130302,"Groenhovenkwartier",788
BU05050101,"Groenmarkt en omgeving",176
BU03630608,"Groenmarktkadebuurt",85
BU04840110,"Groenoord",367
BU05460300,"Groenoord",908
BU17340504,"Groenoord",585
BU06060703,"Groenoord-Midden",1602
BU06060704,"Groenoord-Noord",948
BU06060702,"Groenoord-Zuid",513
BU08556701,"Groenstraat",197
BU09831303,"Groenstraat-Noord",131
BU09831304,"Groenstraat-Zuid",143
BU05183721,"Groente- en Fruitmarkt",959
BU04410492,"Groenveld en Buitengebied",350
BU02431210,"Groerne Zoom",56
BU19450501,"Groesbeek Centrum-Noord",83
BU19450500,"Groesbeek Centrum-Zuid",7
BU19450504,"Groesbeek De Drul-West",66
BU19450502,"Groesbeek Nijerf",32
BU19450505,"Groesbeek Stekkenberg",6
BU02260501,"Groessen",1234
BU19780610,"Groot-Ammers-Buitengebied-Noord",279
BU19780609,"Groot-Ammers-Buitengebied-Zuid",27
BU19780604,"Groot-Ammers-Dorp",316
BU19780602,"Groot-Ammers-Gelkenes",115
BU19780607,"Groot-Ammers-Graafland",28
BU19780605,"Groot-Ammers-Haven",1
BU09832804,"Groot Boller",548
BU02670102,"Groot Corlaer",860
BU06290105,"Groot Deijleroord en Ter Weer",3148
BU01500802,"Groot Douwel",1117
BU19690000,"Grootegast",196
BU04411590,"Groote Keeten, Abbestede en Buitengebied",666
BU19010311,"Groote Wetering",392
BU07941309,"Groot Goor",1245
BU02990016,"Groot Holthuizen",541
BU05991289,"Groot IJsselmonde",11751
BU03610906,"Grootschermer",1
BU17080014,"Groot Verlaat",49
BU02000605,"Groot Zonnehoeve",4
BU09831510,"Grote Hei",340
BU00801004,"Grote Kerkbuurt",349
BU05050102,"Grote Markt en omgeving",49
BU04000402,"Grote Rivierenbuurt",363
BU04051302,"Grote Waal - Buurt 13 02",13
BU04051307,"Grote Waal - Buurt 13 07",117
BU04051308,"Grote Waal - Buurt 13 08",95
BU00805104,"Grote Wielen",26
BU05750202,"Grote Zilk",70
BU00808206,"Grou",1804
BU03639408,"Grunder/Koningshoef",167
BU00140104,"Grunobuurt",37
BU02740102,"Grunsfoort",143
BU04795120,"Guisveld",133
BU04000509,"Guldemond",170
BU02021262,"Gulden Bodem",293
BU17290000,"Gulpen",1856
BU18830400,"Guttecoven",498
BU19600500,"Haaften",791
BU07580500,"Haagpoort",533
BU05182449,"Haagse Bos",1423
BU05460501,"Haagweg-Noord",689
BU05460506,"Haagweg-Zuid",1631
BU17050001,"Haalderen",801
BU16761200,"Haamstede",1231
BU06031084,"Haantje",399
BU02035532,"Haarkamp",255
BU03630501,"Haarlemmerbuurt Oost",137
BU03630502,"Haarlemmerbuurt West",134
BU03920207,"Haarlemmerhout",6289
BU03942120,"Haarlemmerliede",68
BU03942128,"Haarlemmerliede Omgeving",29
BU18590005,"Haarlo",9
BU03441011,"Haarrijn",527
BU07970300,"Haarsteeg",54
BU05120404,"Haarwijk Oost",765
BU05120403,"Haarwijk West",1286
BU03441012,"Haarzuilens en omgeving",5154
BU19310800,"Haastrecht-Dorpskern",232
BU05790022,"Haaswijk-Oost",1657
BU05790021,"Haaswijk-West",913
BU01730500,"Haerbroek-Scholtenhoek",49
BU01933220,"Haerst",1852
BU07580609,"Hagebeemd",4350
BU17240013,"Hagelkruis e.o.",3
BU07727130,"Hagenkamp",584
BU09831204,"Hagerbroek",1227
BU09831205,"Hagerhof-oost",717
BU09831206,"Hagerhof-West",615
BU07980400,"Haghorst",309
BU16740709,"Haiink",851
BU03639307,"Hakfort/Huigenbos",131
BU02283004,"Halderbrink",2823
BU05530401,"Halfweg",84
BU03942272,"Halfweg",944
BU03942273,"Halfweg Omgeving",375
BU02130500,"Hall kern",151
BU07480400,"Halsteren-Centrum",1244
BU03440114,"Halve Maan-Noord",527
BU03440113,"Halve Maan-Zuid",581
BU18590002,"Hambroek",28
BU02891003,"Hamelakkers",39
BU03270000,"Hamershof",247
BU03270101,"Hamersveld-Nieuw",217
BU03270100,"Hamersveld-Oud",412
BU16520100,"Handel",1516
BU15980105,"Handelskade en omgeving",12
BU05051901,"Handelskade en 's-Gravendeelsedijk",42
BU01501009,"Handelspark De Weteringen",166
BU17110153,"Handelsterrein",12
BU07727320,"Hanevoet",1848
BU03030212,"Hanzekwartier",200
BU01931360,"Hanzeland",911
BU09950524,"Hanzepark",429
BU01730700,"Hanzepoort",116
BU02430802,"Hanzewaard",382
BU17280208,"Hapert Kempisch Bedrijvenpark",314
BU17280203,"Hapert Noord",67
BU17280202,"Hapert Oost",1
BU16841106,"Haps buitengebied",603
BU16841105,"Haps kern",89
BU01830200,"Harbrinkhoek kern",2
BU01935210,"Harculo en Hoog-Zuthem",2087
BU02431206,"Harderhout I",243
BU02431207,"Harderhout II",84
BU02431403,"Harderwijkerbos",251
BU08281100,"Haren",1327
BU00141702,"Haren-Zuidoost",110
BU02620501,"Harfsen",2
BU19110302,"Haringhuizen",3
BU19520901,"Harkstede",1311
BU19520902,"Harkstede Buitengebied",181
BU19520903,"Harkstede Recreatiegebied",74
BU00803203,"Harlingervaart Noord",101
BU06320601,"Harmelen-Noord (dorp)",278
BU06320602,"Harmelen-Zuid (dorp)",1260
BU03634706,"Harmoniehofbuurt",151
BU02035426,"Harselaar-Oost",266
BU02035425,"Harselaar-West",28
BU02287001,"Harskamp dorp",1211
BU02287051,"Harskampse Zand",32
BU03960301,"Harteheem",101
BU19301703,"Hartelpark-Oost",5
BU19301704,"Hartelpark-West",51
BU01770106,"Hartkamp",44
BU03920302,"Hasselaersbuurt",214
BU09834103,"Hasselderheide",18
BU18960202,"Hasselt Dedemsvaart",409
BU18960201,"Hasselt Dedemsvaart-Zuid",434
BU09834105,"Hasselt en Het Vorst",291
BU18960203,"Hasselt Industrieterrein",224
BU18960200,"Hasselt Kern",662
BU18960207,"Hasselt om de Weede",266
BU04201301,"Hauwert",621
BU00806002,"Havankpark",168
BU06060405,"Havenbuurt",797
BU04792110,"Havenbuurt",1792
BU08520200,"Havenbuurt en Kerkbuurt",448
BU03880001,"Havenbuurt Snouck van Loosenpark",368
BU03635102,"Haveneiland Noord",166
BU03633505,"Haveneiland Noordoost",613
BU03633504,"Haveneiland Noordwest",341
BU03635101,"Haveneiland Oost",630
BU03633502,"Haveneiland Zuidwest/Rieteiland West",218
BU09832805,"Havengebied",674
BU06220403,"Havengebied Oost",151
BU06540903,"Havengebied Sloe",61
BU07480001,"Havenkwartier",580
BU06030225,"Havenkwartier",285
BU04891634,"Havenkwartier",314
BU04020301,"Havenkwartier",583
BU19660906,"Haven Lauwersoog",7
BU01840004,"Havens en industrieterrein",710
BU04020102,"Havenstraatbuurt",310
BU05460106,"Havenwijk-Noord",329
BU05460107,"Havenwijk-Zuid",733
BU06060308,"Haverschmidtkwartier",327
BU01411803,"Havezathe",566
BU02020951,"Hazegrietje",107
BU17210504,"Hazelberg",2
BU07580506,"Hazeldonk",679
BU02130310,"Hazenberg",341
BU06875063,"Hazenburg I",183
BU06875085,"Hazenburg II",74
BU08280704,"Hazenkamp",1243
BU04390701,"Hazepolder",143
BU04849104,"Hazerswoude-Dorp-Oost",989
BU04849103,"Hazerswoude-Dorp-West",382
BU04840504,"Hazeveld",278
BU02630200,"Hedel",1415
BU00805001,"Heechterp",788
BU01602804,"Heemse-Oost Heemsermars",89
BU01601301,"Heemserveen",431
BU01602805,"Heemse-West Heemserbos",55
BU03960402,"Heemskerkerduin",247
BU08510209,"Heense polders",10830
BU17830410,"Heenweg",3
BU02460000,"Heerde",254
BU08555102,"Heerevelden Oost",440
BU08555101,"Heerevelden West",818
BU02630300,"Heerewaarden",208
BU16741200,"Heerle",724
BU16740300,"Heerma van Vossstraat-Molenbeek",437
BU07970800,"Heesbeen",223
BU07961304,"Heeseind",1354
BU19600702,"Heesselt",55
BU07725440,"Heesterakker",1213
BU05182054,"Heesterbuurt",719
BU02281302,"Heestereng",746
BU03350103,"Heeswijk",80
BU17210503,"Heeswijkse Bosschen",2
BU01770501,"Heeten Kern",89
BU16580000,"Heeze",5450
BU07620005,"Heiakker",2108
BU19480420,"Heibunders",600
BU07530012,"Heide",276
BU17110311,"Heide",190
BU09840101,"Heide",1245
BU09570802,"Heide",1159
BU04530101,"Heidebuurt",230
BU02740303,"Heidestein",618
BU09832807,"Heierhoeve",1480
BU08280701,"Heihoek",583
BU09070400,"Heijen",706
BU02021474,"Heijenoord",209
BU17290601,"Heijenrade",581
BU09070408,"Heijensebos",531
BU17240401,"Heijerstraat-Loveren",14
BU17090800,"Heijningen",310
BU05991593,"Heijplaat",943
BU19480312,"Heikant en Sluitappel",780
BU17060001,"Heikant, Meemortel, Bosch",334
BU08554302,"Heikant Noord-Oost",280
BU08554301,"Heikant Noord-West",544
BU08554304,"Heikant Oost",532
BU08554303,"Heikant West",609
BU08554306,"Heikant Zuid-Oost",705
BU08554305,"Heikant Zuid-West",588
BU07580505,"Heilaar",1047
BU05031207,"Heilige Land",357
BU18950602,"Heiligerlee",197
BU03920106,"Heiliglanden",270
BU19450600,"Heilig Landstichting",28
BU19630199,"Heinenoord Buitengebied",438
BU06540501,"Heinkenszand (Kern)",2550
BU07941003,"Heipoort",418
BU07530014,"Heivelden",1375
BU09940006,"Hekerbeek",191
BU07580604,"Heksenwiel",2167
BU03921602,"Hekslootpolder",158
BU07620400,"Helenaveen",3130
BU06140001,"Helhoek",6
BU00803202,"Helicon",247
BU17190501,"Helkant",138
BU01630501,"Hellendoorn",20
BU03010200,"Helleraetplein en omgeving",30
BU19600502,"Hellouw",277
BU19521401,"Hellum",475
BU19521402,"Hellum Natuurgebied",132
BU03632000,"Helmersbuurt Oost",174
BU07880200,"Helvoirt",1269
BU17091000,"Helwijk",188
BU04980302,"Hem",291
BU03630101,"Hemelrijk",80
BU07724120,"Hemelrijken",386
BU02741001,"Hemelse Berg",978
BU05340305,"Hemen",521
BU03632400,"Hemonybuurt",175
BU00807201,"Hempens/Teerns",54
BU00807004,"Hemrik",802
BU02990012,"Hengelder",819
BU18760000,"Hengelo",120
BU17350800,"Hengevelde",224
BU15252201,"Hennepoel",11
BU07961203,"Henriëttewaard",1537
BU15980201,"Hensbroek Verspreide huizen",687
BU19492900,"Herbaijum",306
BU04530400,"Herculesbuurt",286
BU03632403,"Hercules Seghersbuurt",134
BU07180206,"Hercules Segherslaan e.o.",632
BU07726270,"Herdgang",1651
BU04570002,"Herensingelkwartier",137
BU04840202,"Herenweg",558
BU01934100,"Herfte",2810
BU16690501,"Herkenbosch",1956
BU19030402,"Herkenrade",10
BU08281500,"Herpen",1577
BU07970900,"Herpt",153
BU16740301,"Herreweg",367
BU09570701,"Herten",1376
BU08280401,"Hertogenbuurt",1092
BU02810002,"Hertogenwijk",443
BU09831603,"Herungerberg",767
BU02990800,"Herwen",331
BU19601100,"Herwijnen",854
BU17731233,"Herxen",1729
BU05560404,"Het Balkon",294
BU19311005,"Het Beijersche",189
BU02891201,"Het Binnenveld",136
BU07960201,"Het Bossche Broek",133
BU01501006,"Het Bramelt",600
BU02260201,"Het Broek",1115
BU06100401,"Het Buitengebied",1
BU06420906,"Het Buitenland en omgeving",49
BU03990701,"Het Die",377
BU02021579,"Het Dorp/Mariëndaal",82
BU04792130,"Het Eiland",249
BU01500905,"Het Fetlaer en Spijkvoorder Enk",852
BU07480004,"Het Fort",418
BU07180205,"Het Fort e.o.",325
BU03630905,"Het Funen",151
BU08580006,"Het Gegraaf",2650
BU07480006,"Het Glacis",667
BU02001301,"Het Goreld",56
BU02990002,"Het Grieth",422
BU03510006,"Het Groene Woud",1000
BU02740604,"Het Hazeleger",6
BU08092063,"Het Hoekske",88
BU07770005,"Het Hooghuis",3527
BU01731000,"Het Hulsbeek",88
BU02130607,"Het Hungeling",151
BU01500904,"Het Jeurlink",1418
BU03561800,"Het Klooster",1339
BU08551707,"Het Laar",471
BU05991449,"Het Lage Land",3827
BU19301004,"Het Land",28
BU17830480,"Het Nieuwe water",3
BU01931100,"Het Noorden",362
BU01660015,"Het Onderdijks",48
BU02810007,"Het Ooij",407
BU01500801,"Het Oostrik",875
BU08510009,"Het Oudland",24020
BU01770111,"Het Raan Oost",33
BU09950766,"Het Ravelijn, Ziekenhuisweg",336
BU05032505,"Het Rode Dorp",436
BU04020302,"Het Rode Dorp",272
BU03420302,"Het Soesterveen",366
BU07726220,"Het Ven",1571
BU05530203,"Het Vierkant",514
BU07960503,"Het Vinkel",1930
BU08554001,"Het Wandelbos / Drijflanen",1075
BU00141105,"Het Witte Lam",942
BU08280608,"Het Woud",768
BU17050202,"Het Zand",254
BU05970500,"Het Zand",955
BU07960105,"Het Zand",587
BU08553803,"Het Zand Noord-Oost",390
BU08553802,"Het Zand Noord-West",462
BU03440922,"Het Zand-Oost",1140
BU03440921,"Het Zand-West",1925
BU03510005,"Het Zeeland",1013
BU07961007,"Het Zilverpark",933
BU08240301,"Heukelom",2
BU19600900,"Heukelum Oude Kern",220
BU07580203,"Heusdenhout",3080
BU07580501,"Heuvel",2153
BU07530013,"Heuveleind",1446
BU03401101,"Heuvelrug Elst",27
BU03401001,"Heuvelrug Rhenen",13
BU04840103,"Heuvelweg",338
BU02740902,"Heveadorp",216
BU08555001,"Heyhoef",148
BU05050508,"Heysterbachstraat en omgeving",166
BU02431506,"Hierden De Biest",764
BU02431505,"Hierden De Duinen",475
BU02431504,"Hierden de Enk",639
BU02431501,"Hierden-Dorp",706
BU02431502,"Hierden Glindweg",157
BU02431503,"Hierden Mheenlanden",328
BU00806305,"Hijum",155
BU00808111,"Hilaard",66
BU05990662,"Hillegersberg Noord",3848
BU05990661,"Hillegersberg Zuid",1245
BU05340104,"Hillegommerbeek",118
BU17290401,"Hilleshagen",142
BU05991082,"Hillesluis",1639
BU03634902,"Hiltonbuurt",302
BU07980000,"Hilvarenbeek",4369
BU04020801,"Hilversumse Meent",2194
BU00900015,"Himsterhout",915
BU17110731,"Hingen",443
BU07960306,"Hintham-Noord",907
BU07960305,"Hintham-Zuid",1672
BU19493000,"Hitzum",380
BU03850901,"Hobrede",131
BU18420002,"Hodenpijl",170
BU06540601,"Hoedekenskerke (Kern)",178
BU08280702,"Hoefeind",460
BU05130400,"Hoef- en Veldbuurt",1353
BU08552502,"Hoefstraat Noord",221
BU08552504,"Hoefstraat Zuid",240
BU00801005,"Hoek",257
BU05050506,"Hoekenessestraat en omgeving",66
BU19040601,"Hoeker Polder",114
BU06030963,"Hoekpolder",1687
BU16211531,"Hoeksekade",3
BU08560116,"Hoenderbos-Velmolen",239
BU02001201,"Hoenderloo",3
BU00140902,"Hoendiep",1
BU05890211,"Hoenkoopse buurt",229
BU02630002,"Hoenzadriel",76
BU04411702,"Hoep-Noord",614
BU04411701,"Hoep-Zuid",686
BU02670504,"Hoevelaken-Hogenbrink",1657
BU02670503,"Hoevelaken-Kleinhoven",2097
BU02670505,"Hoevelaken-Middelaar",500
BU02670501,"Hoevelaken-Oranjebuurt-Horstbeek",1004
BU02670502,"Hoevelaken-Overhorst",1179
BU02670500,"Hoevelaken-Stoutenburgerlaan-Oost",696
BU16550401,"Hoeven",1930
BU19480217,"Hoevenbraak",1081
BU06220706,"Hoevenbuurt",2216
BU05130402,"Hoevenbuurt",1293
BU08551405,"Hoevenseweg",119
BU06220401,"Hofbuurt",1331
BU04530800,"Hofgeest",1227
BU01411701,"Hofkamp-Oost",281
BU01411700,"Hofkamp-West",54
BU05031604,"Hoflaan",842
